Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(бу)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 None	-0.002	-1.0	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.26	4059	5448	5032	113.5200169	22.4670708	0.0	0.025	None	None	None	None
 None	-0.002	-1.0	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.26	4059	5448	5032	113.5200169	22.4670708	0.0	0.025	None	None	None	None
 None	-0.002	-1.0	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.26	4059	5448	5032	113.5200169	22.4670708	0.0	0.025	None	None	None	None
 None	-0.002	-1.0	-0.0264	0.0	0.0	0.0	-91.588	0.126	39.1	31.26	4084	5450	5060	113.5200169	22.4670708	0.0	0.025	None	None	None	None
 None	-0.002	-1.0	-0.0264	0.0	0.0	0.0	-91.588	0.126	39.1	31.26	4084	5450	5060	113.5200168	22.4670709	0.0	0.025	None	None	None	None
 None	-0.002	-1.0	-0.0264	0.0	0.0	0.0	-91.588	0.126	39.1	31.26	4084	5450	5060	113.5200168	22.4670709	0.0	0.038	None	None	None	None
 None	-0.002	-0.999	-0.0283	0.0	0.0	0.0	-91.588	0.126	39.1	31.31	4060	5460	5044	113.5200168	22.4670709	0.0	0.038	None	None	None	None
 None	-0.002	-0.999	-0.0283	0.0	0.0	0.0	-91.588	0.126	39.1	31.31	4060	5460	5044	113.5200168	22.4670709	0.0	0.038	None	None	None	None
 None	-0.002	-0.999	-0.0283	0.0	0.0	0.0	-91.588	0.126	39.1	31.31	4060	5460	5044	113.5200168	22.4670709	0.0	0.038	None	None	None	None
 None	-0.0024	-0.9995	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.3	4068	5449	5042	113.5200168	22.4670709	0.0	0.038	None	None	None	None
 None	-0.0024	-0.9995	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.3	4068	5449	5042	113.5200166	22.4670708	0.0	0.038	None	None	None	None
 None	-0.0024	-0.9995	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.3	4068	5449	5042	113.5200166	22.4670708	0.0	0.011	None	None	None	None
 None	-0.0024	-0.999	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.29	4036	5501	5121	113.5200166	22.4670708	0.0	0.011	None	None	None	None
 None	-0.0024	-0.999	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.29	4036	5501	5121	113.5200166	22.4670708	0.0	0.011	None	None	None	None
 None	-0.0024	-0.999	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.29	4036	5501	5121	113.5200166	22.4670708	0.0	0.011	None	None	None	None
 None	-0.002	-0.9995	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.28	4029	5491	5113	113.5200166	22.4670708	0.0	0.011	None	None	None	None
 None	-0.002	-0.9995	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.28	4029	5491	5113	113.5200166	22.4670708	0.0	0.011	None	None	None	None
 None	-0.002	-0.9995	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.28	4029	5491	5113	113.5200166	22.4670708	0.0	0.011	None	None	None	None
 None	-0.002	-0.9995	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.3	4042	5503	5110	113.5200166	22.4670708	0.0	0.011	None	None	None	None
 None	-0.002	-0.9995	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.3	4042	5503	5110	113.5200163	22.4670709	0.0	0.011	None	None	None	None
 None	-0.002	-0.9995	-0.0273	0.0	0.0	0.0	-91.588	0.126	39.1	31.3	4042	5503	5110	113.5200163	22.4670709	0.0	0.014	None	None	None	None
