Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(бу)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 None	-0.001	-0.999	-0.0278	0.0	0.0	0.0	-91.62	0.104	39.1	29.14	4060	5458	5064	113.5193443	22.4670375	263.31	19.888	None	None	None	None
 None	-0.001	-0.999	-0.0278	0.0	0.0	0.0	-91.62	0.104	39.1	29.14	4060	5458	5064	113.5193443	22.4670375	263.31	19.888	None	None	None	None
 None	-0.001	-0.999	-0.0278	0.0	0.0	0.0	-91.62	0.104	39.1	29.14	4060	5458	5064	113.5193443	22.4670375	263.31	19.888	None	None	None	None
 None	-0.001	-0.999	-0.0273	0.0	0.0	0.0	-91.62	0.104	39.1	29.14	4024	5438	5076	113.5193443	22.4670375	263.31	19.888	None	None	None	None
 None	-0.001	-0.999	-0.0273	0.0	0.0	0.0	-91.62	0.104	39.1	29.14	4024	5438	5076	113.5193273	22.4670359	263.31	19.888	None	None	None	None
 None	-0.001	-0.999	-0.0273	0.0	0.0	0.0	-91.62	0.104	39.1	29.14	4024	5438	5076	113.5193273	22.4670359	263.74	20.053	None	None	None	None
 None	-0.0015	-0.999	-0.0283	0.0	0.0	0.0	-91.62	0.104	39.1	29.11	4044	5446	5091	113.5193273	22.4670359	263.74	20.053	None	None	None	None
 None	-0.0015	-0.999	-0.0283	0.0	0.0	0.0	-91.62	0.104	39.1	29.11	4044	5446	5091	113.5193273	22.4670359	263.74	20.053	None	None	None	None
 None	-0.0015	-0.999	-0.0283	0.0	0.0	0.0	-91.62	0.104	39.1	29.11	4044	5446	5091	113.5193273	22.4670359	263.74	20.053	None	None	None	None
 None	-0.002	-0.999	-0.0269	0.0	0.0	0.0	-91.62	0.104	39.1	29.14	4040	5465	5081	113.5193273	22.4670359	263.74	20.053	None	None	None	None
 None	-0.002	-0.999	-0.0269	0.0	0.0	0.0	-91.62	0.104	39.1	29.14	4040	5465	5081	113.5193273	22.4670359	263.74	20.053	None	None	None	None
 None	-0.002	-0.999	-0.0269	0.0	0.0	0.0	-91.62	0.104	39.1	29.14	4040	5465	5081	113.5193273	22.4670359	263.74	20.053	None	None	None	None
 None	-0.0005	-0.999	-0.0269	0.0	0.0	0.0	-91.62	0.104	39.1	29.12	4036	5451	5086	113.5193273	22.4670359	263.74	20.053	None	None	None	None
 None	-0.0005	-0.999	-0.0269	0.0	0.0	0.0	-91.62	0.104	39.1	29.12	4036	5451	5086	113.5193108	22.4670349	263.74	20.053	None	None	None	None
 None	-0.0005	-0.999	-0.0269	0.0	0.0	0.0	-91.62	0.104	39.1	29.12	4036	5451	5086	113.5193108	22.4670349	264.23	19.979	None	None	None	None
 None	-0.0005	-0.9985	-0.0278	0.0	0.0	0.0	-91.62	0.104	39.1	29.13	4011	5499	5150	113.5193108	22.4670349	264.23	19.979	None	None	None	None
 None	-0.0005	-0.9985	-0.0278	0.0	0.0	0.0	-91.62	0.104	39.1	29.13	4011	5499	5150	113.5193108	22.4670349	264.23	19.979	None	None	None	None
 None	-0.0005	-0.9985	-0.0278	0.0	0.0	0.0	-91.62	0.104	39.1	29.13	4011	5499	5150	113.5193108	22.4670349	264.23	19.979	None	None	None	None
 None	-0.0015	-0.9985	-0.0288	0.0	0.0	0.0	-91.62	0.104	39.1	29.15	4036	5458	5092	113.5193108	22.4670349	264.23	19.979	None	None	None	None
 None	-0.0015	-0.9985	-0.0288	0.0	0.0	0.0	-91.62	0.104	39.1	29.15	4036	5458	5092	113.5192948	22.4670334	264.23	19.979	None	None	None	None
 None	-0.0015	-0.9985	-0.0288	0.0	0.0	0.0	-91.62	0.104	39.1	29.15	4036	5458	5092	113.5192948	22.4670334	264.16	19.829	None	None	None	None
 None	-0.002	-0.9985	-0.0288	0.0	0.0	0.0	-91.62	0.104	39.1	29.15	4048	5434	5090	113.5192948	22.4670334	264.16	19.829	None	None	None	None
 None	-0.002	-0.9985	-0.0288	0.0	0.0	0.0	-91.62	0.104	39.1	29.15	4048	5434	5090	113.5192948	22.4670334	264.16	19.829	None	None	None	None
 None	-0.002	-0.9985	-0.0288	0.0	0.0	0.0	-91.62	0.104	39.1	29.15	4048	5434	5090	113.5192948	22.4670334	264.16	19.829	None	None	None	None
 None	-0.0015	-0.999	-0.0293	0.0	0.0	0.0	-91.62	0.104	39.1	29.17	4058	5435	5076	113.5192948	22.4670334	264.16	19.829	None	None	None	None
 None	-0.0015	-0.999	-0.0293	0.0	0.0	0.0	-91.62	0.104	39.1	29.17	4058	5435	5076	113.5192948	22.4670334	264.16	19.829	None	None	None	None
 None	-0.0015	-0.999	-0.0293	0.0	0.0	0.0	-91.62	0.104	39.1	29.17	4058	5435	5076	113.5192948	22.4670334	264.16	19.829	None	None	None	None
 None	-0.002	-0.999	-0.0283	0.0	0.0	0.0	-91.62	0.104	39.1	29.17	4045	5461	5116	113.5192948	22.4670334	264.16	19.829	None	None	None	None
 None	-0.002	-0.999	-0.0283	0.0	0.0	0.0	-91.62	0.104	39.1	29.17	4045	5461	5116	113.5192782	22.4670311	264.16	19.829	None	None	None	None
 None	-0.002	-0.999	-0.0283	0.0	0.0	0.0	-91.62	0.104	39.1	29.17	4045	5461	5116	113.5192782	22.4670311	263.43	20.02	None	None	None	None
 None	-0.002	-0.9985	-0.0278	0.0	0.0	0.0	-91.62	0.104	39.1	29.16	4003	5489	5129	113.5192782	22.4670311	263.43	20.02	None	None	None	None
 None	-0.002	-0.9985	-0.0278	0.0	0.0	0.0	-91.62	0.104	39.1	29.16	4003	5489	5129	113.5192782	22.4670311	263.43	20.02	None	None	None	None
 None	-0.002	-0.9985	-0.0278	0.0	0.0	0.0	-91.62	0.104	39.1	29.16	4003	5489	5129	113.5192782	22.4670311	263.43	20.02	None	None	None	None
