Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(бу)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 None	0.1045	0.0029	1.0254	0.0	0.0	0.0	0.165	-5.828	-94.664	38.1	-417	-31	-208	114.37867733	23.21710933	4.49	0.0	0.67682	-0.03638	-0.03555	-0.73434
 None	0.1045	0.0029	1.0254	0.0	0.0	0.0	0.165	-5.828	-94.664	38.1	-417	-31	-208	114.37867733	23.21710933	4.49	0.0	0.67682	-0.03638	-0.03555	-0.73434
 None	0.1045	0.0029	1.0254	0.0	0.0	0.0	0.165	-5.828	-94.664	38.1	-417	-31	-208	114.37867733	23.21710933	4.49	0.0	0.67682	-0.03638	-0.03555	-0.73434
 None	0.1045	0.0029	1.0254	0.0	0.0	0.0	0.165	-5.828	-94.664	38.1	-417	-31	-208	114.37867733	23.21710933	4.49	0.0	0.67688	-0.03638	-0.03555	-0.73431
 None	0.104	0.0029	1.0254	0.0	0.0	0.0	0.165	-5.828	-94.664	38.09	-418	-34	-209	114.37867733	23.21710933	4.49	0.0	0.67688	-0.03638	-0.03555	-0.73431
 None	0.104	0.0029	1.0254	0.0	0.0	0.0	0.165	-5.828	-94.664	38.09	-418	-34	-209	114.37867733	23.21710933	4.49	0.0	0.67688	-0.03638	-0.03555	-0.73431
 None	0.104	0.0029	1.0254	0.0	0.0	0.0	0.165	-5.828	-94.664	38.09	-418	-34	-209	114.37867733	23.21710933	4.49	0.0	0.67688	-0.03638	-0.03555	-0.73431
 None	0.104	0.0029	1.0254	0.0	0.0	0.0	0.165	-5.828	-94.664	38.09	-418	-34	-209	114.37867733	23.21710933	4.49	0.0	0.67688	-0.03638	-0.03555	-0.73428
 None	0.1045	0.0029	1.0259	0.0	0.0	0.0	0.165	-5.828	-94.669	38.14	-416	-34	-208	114.37867733	23.21710933	4.49	0.0	0.67688	-0.03638	-0.03555	-0.73428
 None	0.1045	0.0029	1.0259	0.0	0.0	0.0	0.165	-5.828	-94.669	38.14	-416	-34	-208	114.378664	23.21710667	4.49	0.0	0.67688	-0.03638	-0.03555	-0.73428
 None	0.1045	0.0029	1.0259	0.0	0.0	0.0	0.165	-5.828	-94.669	38.14	-416	-34	-208	114.378664	23.21710667	4.49	0.0	0.67688	-0.03638	-0.03555	-0.73428
 None	0.1045	0.0029	1.0259	0.0	0.0	0.0	0.165	-5.828	-94.669	38.14	-416	-34	-208	114.378664	23.21710667	4.49	0.0	0.67685	-0.03638	-0.03552	-0.73431
 None	0.1045	0.0034	1.0259	0.0	0.0	0.0	0.165	-5.828	-94.675	38.14	-414	-31	-211	114.378664	23.21710667	4.49	0.0	0.67685	-0.03638	-0.03552	-0.73431
 None	0.1045	0.0034	1.0259	0.0	0.0	0.0	0.165	-5.828	-94.675	38.14	-414	-31	-211	114.378664	23.21710667	4.49	0.0	0.67685	-0.03638	-0.03552	-0.73431
 None	0.1045	0.0034	1.0259	0.0	0.0	0.0	0.165	-5.828	-94.675	38.14	-414	-31	-211	114.378664	23.21710667	4.49	0.0	0.67685	-0.03638	-0.03552	-0.73431
 None	0.1045	0.0034	1.0259	0.0	0.0	0.0	0.165	-5.828	-94.675	38.14	-414	-31	-211	114.378664	23.21710667	4.49	0.0	0.67682	-0.03638	-0.03552	-0.73434
 None	0.1045	0.0029	1.0259	0.0	0.0	0.0	0.165	-5.823	-94.669	38.12	-415	-32	-209	114.378664	23.21710667	4.49	0.0	0.67682	-0.03638	-0.03552	-0.73434
 None	0.1045	0.0029	1.0259	0.0	0.0	0.0	0.165	-5.823	-94.669	38.12	-415	-32	-209	114.378664	23.21710667	4.49	0.0	0.67682	-0.03638	-0.03552	-0.73434
 None	0.1045	0.0029	1.0259	0.0	0.0	0.0	0.165	-5.823	-94.669	38.12	-415	-32	-209	114.378664	23.21710667	4.49	0.0	0.67682	-0.03638	-0.03552	-0.73434
 None	0.1045	0.0029	1.0259	0.0	0.0	0.0	0.165	-5.823	-94.669	38.12	-415	-32	-209	114.378664	23.21710667	4.49	0.0	0.67688	-0.03638	-0.03552	-0.73431
 None	0.105	0.0029	1.0254	0.0	0.0	0.0	0.165	-5.823	-94.658	38.05	-416	-32	-205	114.378664	23.21710667	4.49	0.0	0.67688	-0.03638	-0.03552	-0.73431
 None	0.105	0.0029	1.0254	0.0	0.0	0.0	0.165	-5.823	-94.658	38.05	-416	-32	-205	114.378664	23.21710667	4.49	0.0	0.67688	-0.03638	-0.03552	-0.73431
 None	0.105	0.0029	1.0254	0.0	0.0	0.0	0.165	-5.823	-94.658	38.05	-416	-32	-205	114.378664	23.21710667	4.49	0.0	0.67688	-0.03638	-0.03552	-0.73431
 None	0.105	0.0029	1.0254	0.0	0.0	0.0	0.165	-5.823	-94.658	38.05	-416	-32	-205	114.378664	23.21710667	4.49	0.0	0.67694	-0.03635	-0.03552	-0.73425
 None	0.105	0.0034	1.0254	0.0	0.0	0.0	0.165	-5.828	-94.642	38.08	-417	-30	-207	114.378664	23.21710667	4.49	0.0	0.67694	-0.03635	-0.03552	-0.73425
 None	0.105	0.0034	1.0254	0.0	0.0	0.0	0.165	-5.828	-94.642	38.08	-417	-30	-207	114.378664	23.21710667	4.49	0.0	0.67694	-0.03635	-0.03552	-0.73425
 None	0.105	0.0034	1.0254	0.0	0.0	0.0	0.165	-5.828	-94.642	38.08	-417	-30	-207	114.378664	23.21710667	4.49	0.0	0.67694	-0.03635	-0.03552	-0.73425
 None	0.105	0.0034	1.0254	0.0	0.0	0.0	0.165	-5.828	-94.642	38.08	-417	-30	-207	114.378664	23.21710667	4.49	0.0	0.67703	-0.03635	-0.03552	-0.73416
 None	0.105	0.0034	1.0254	0.0	0.0	0.0	0.17	-5.828	-94.636	38.12	-415	-31	-208	114.378664	23.21710667	4.49	0.0	0.67703	-0.03635	-0.03552	-0.73416
 None	0.105	0.0034	1.0254	0.0	0.0	0.0	0.17	-5.828	-94.636	38.12	-415	-31	-208	114.378664	23.21710667	4.49	0.0	0.67703	-0.03635	-0.03552	-0.73416
 None	0.105	0.0034	1.0254	0.0	0.0	0.0	0.17	-5.828	-94.636	38.12	-415	-31	-208	114.378664	23.21710667	4.49	0.0	0.67703	-0.03635	-0.03552	-0.73416
 None	0.105	0.0034	1.0254	0.0	0.0	0.0	0.17	-5.828	-94.636	38.12	-415	-31	-208	114.378664	23.21710667	4.49	0.0	0.67706	-0.03635	-0.03555	-0.73413
 None	0.105	0.0034	1.0254	0.0	0.0	0.0	0.17	-5.828	-94.636	38.18	-416	-31	-210	114.378664	23.21710667	4.49	0.0	0.67706	-0.03635	-0.03555	-0.73413
 None	0.105	0.0034	1.0254	0.0	0.0	0.0	0.17	-5.828	-94.636	38.18	-416	-31	-210	114.378664	23.21710667	4.49	0.0	0.67706	-0.03635	-0.03555	-0.73413
 None	0.105	0.0034	1.0254	0.0	0.0	0.0	0.17	-5.828	-94.636	38.18	-416	-31	-210	114.378664	23.21710667	4.49	0.0	0.67706	-0.03635	-0.03555	-0.73413
