Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(бу)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 None	0.1011	0.001	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.741	33.66	-415	-33	-211	114.38073333	23.20880267	186.88	20.501	0.67657	-0.03568	-0.03375	-0.73471
 None	0.1011	0.001	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.741	33.66	-415	-33	-211	114.38073333	23.20880267	186.88	20.501	0.67657	-0.03568	-0.03375	-0.73471
 None	0.1011	0.001	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.741	33.66	-415	-33	-211	114.38073333	23.20880267	186.88	20.501	0.67657	-0.03568	-0.03375	-0.73471
 None	0.1011	0.001	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.741	33.66	-415	-33	-211	114.38073333	23.20880267	186.88	20.501	0.67642	-0.03568	-0.03375	-0.73483
 None	0.1011	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.63	-94.741	33.63	-417	-32	-212	114.38073333	23.20880267	186.88	20.501	0.67642	-0.03568	-0.03375	-0.73483
 None	0.1011	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.63	-94.741	33.63	-417	-32	-212	114.38073067	23.208728	186.88	20.501	0.67642	-0.03568	-0.03375	-0.73483
 None	0.1011	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.63	-94.741	33.63	-417	-32	-212	114.38073067	23.208728	186.76	20.872	0.67642	-0.03568	-0.03375	-0.73483
 None	0.1011	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.63	-94.741	33.63	-417	-32	-212	114.38073067	23.208728	186.76	20.872	0.67642	-0.03568	-0.03375	-0.73483
 None	0.1006	0.002	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.724	33.66	-416	-33	-211	114.38073067	23.208728	186.76	20.872	0.67642	-0.03568	-0.03375	-0.73483
 None	0.1006	0.002	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.724	33.66	-416	-33	-211	114.38073067	23.208728	186.76	20.872	0.67642	-0.03568	-0.03375	-0.73483
 None	0.1006	0.002	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.724	33.66	-416	-33	-211	114.38073067	23.208728	186.76	20.872	0.67642	-0.03568	-0.03375	-0.73483
 None	0.1006	0.002	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.724	33.66	-416	-33	-211	114.38073067	23.208728	186.76	20.872	0.67654	-0.03564	-0.03375	-0.73474
 None	0.1011	0.001	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.719	33.74	-415	-31	-210	114.38073067	23.208728	186.76	20.872	0.67654	-0.03564	-0.03375	-0.73474
 None	0.1011	0.001	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.719	33.74	-415	-31	-210	114.38073067	23.208728	186.76	20.872	0.67654	-0.03564	-0.03375	-0.73474
 None	0.1011	0.001	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.719	33.74	-415	-31	-210	114.38073067	23.208728	186.76	20.872	0.67654	-0.03564	-0.03375	-0.73474
 None	0.1011	0.001	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.719	33.74	-415	-31	-210	114.38073067	23.208728	186.76	20.872	0.67657	-0.03564	-0.03375	-0.73471
 None	0.1016	0.001	1.0254	0.0	0.0	0.0	0.071	-5.63	-94.719	33.68	-416	-32	-210	114.38073067	23.208728	186.76	20.872	0.67657	-0.03564	-0.03375	-0.73471
 None	0.1016	0.001	1.0254	0.0	0.0	0.0	0.071	-5.63	-94.719	33.68	-416	-32	-210	114.38073067	23.208728	186.76	20.872	0.67657	-0.03564	-0.03375	-0.73471
 None	0.1016	0.001	1.0254	0.0	0.0	0.0	0.071	-5.63	-94.719	33.68	-416	-32	-210	114.38073067	23.208728	186.76	20.872	0.67657	-0.03564	-0.03375	-0.73471
 None	0.1016	0.001	1.0254	0.0	0.0	0.0	0.071	-5.63	-94.719	33.68	-416	-32	-210	114.38073067	23.208728	186.76	20.872	0.67657	-0.03568	-0.03375	-0.73468
 None	0.1011	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.63	-94.702	33.67	-416	-29	-210	114.38073067	23.208728	186.76	20.872	0.67657	-0.03568	-0.03375	-0.73468
 None	0.1011	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.63	-94.702	33.67	-416	-29	-210	114.38073067	23.208728	186.76	20.872	0.67657	-0.03568	-0.03375	-0.73468
 None	0.1011	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.63	-94.702	33.67	-416	-29	-210	114.38073067	23.208728	186.76	20.872	0.67657	-0.03568	-0.03375	-0.73468
 None	0.1011	0.0015	1.0249	0.0	0.0	0.0	0.071	-5.63	-94.702	33.67	-416	-29	-210	114.38073067	23.208728	186.76	20.872	0.67667	-0.03568	-0.03375	-0.73462
 None	0.1011	0.002	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.686	33.64	-415	-30	-208	114.38073067	23.208728	186.76	20.872	0.67667	-0.03568	-0.03375	-0.73462
 None	0.1011	0.002	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.686	33.64	-415	-30	-208	114.38073067	23.208728	186.76	20.872	0.67667	-0.03568	-0.03375	-0.73462
 None	0.1011	0.002	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.686	33.64	-415	-30	-208	114.38073067	23.208728	186.76	20.872	0.67667	-0.03568	-0.03375	-0.73462
 None	0.1011	0.002	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.686	33.64	-415	-30	-208	114.38073067	23.208728	186.76	20.872	0.67679	-0.03568	-0.03378	-0.73453
 None	0.1011	0.0015	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.664	33.67	-415	-29	-208	114.38073067	23.208728	186.76	20.872	0.67679	-0.03568	-0.03378	-0.73453
 None	0.1011	0.0015	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.664	33.67	-415	-29	-208	114.38073067	23.208728	186.76	20.872	0.67679	-0.03568	-0.03378	-0.73453
 None	0.1011	0.0015	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.664	33.67	-415	-29	-208	114.38073067	23.208728	186.76	20.872	0.67679	-0.03568	-0.03378	-0.73453
 None	0.1011	0.0015	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.664	33.67	-415	-29	-208	114.38073067	23.208728	186.76	20.872	0.67694	-0.03564	-0.03378	-0.73438
 None	0.1011	0.001	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.658	33.62	-417	-31	-208	114.38073067	23.208728	186.76	20.872	0.67694	-0.03564	-0.03378	-0.73438
 None	0.1011	0.001	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.658	33.62	-417	-31	-208	114.38073067	23.208728	186.76	20.872	0.67694	-0.03564	-0.03378	-0.73438
 None	0.1011	0.001	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.658	33.62	-417	-31	-208	114.38073067	23.208728	186.76	20.872	0.67694	-0.03564	-0.03378	-0.73438
 None	0.1011	0.001	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.658	33.62	-417	-31	-208	114.38073067	23.208728	186.76	20.872	0.67697	-0.03564	-0.03378	-0.73434
 None	0.1016	0.0015	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.669	33.67	-414	-31	-208	114.38073067	23.208728	186.76	20.872	0.67697	-0.03564	-0.03378	-0.73434
 None	0.1016	0.0015	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.669	33.67	-414	-31	-208	114.38073067	23.208728	186.76	20.872	0.67697	-0.03564	-0.03378	-0.73434
 None	0.1016	0.0015	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.669	33.67	-414	-31	-208	114.38073067	23.208728	186.76	20.872	0.67697	-0.03564	-0.03378	-0.73434
 None	0.1016	0.0015	1.0249	0.0	0.0	0.0	0.077	-5.63	-94.669	33.67	-414	-31	-208	114.38073067	23.208728	186.76	20.872	0.67691	-0.03564	-0.03378	-0.73441
 None	0.1016	0.0015	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.664	33.59	-410	-31	-207	114.38073067	23.208728	186.76	20.872	0.67691	-0.03564	-0.03378	-0.73441
 None	0.1016	0.0015	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.664	33.59	-410	-31	-207	114.38073067	23.208728	186.76	20.872	0.67691	-0.03564	-0.03378	-0.73441
 None	0.1016	0.0015	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.664	33.59	-410	-31	-207	114.38073067	23.208728	186.76	20.872	0.67691	-0.03564	-0.03378	-0.73441
 None	0.1016	0.0015	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.664	33.59	-410	-31	-207	114.38073067	23.208728	186.76	20.872	0.67691	-0.03568	-0.03378	-0.73438
 None	0.1011	0.0015	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.658	33.67	-415	-31	-210	114.38073067	23.208728	186.76	20.872	0.67691	-0.03568	-0.03378	-0.73438
 None	0.1011	0.0015	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.658	33.67	-415	-31	-210	114.38068533	23.20862667	186.76	20.872	0.67691	-0.03568	-0.03378	-0.73438
 None	0.1011	0.0015	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.658	33.67	-415	-31	-210	114.38068533	23.20862667	186.87	18.76	0.67691	-0.03568	-0.03378	-0.73438
 None	0.1011	0.0015	1.0254	0.0	0.0	0.0	0.077	-5.63	-94.658	33.67	-415	-31	-210	114.38068533	23.20862667	186.87	18.76	0.67697	-0.03568	-0.03378	-0.73434
